,Number,Address,Latitude and Longitude,Capacity
210,22412,문정태양광,전남 보성군 노동면,0.2339999999999999
211,1179,대현영광태양광,전남 영광군 군남면,0.3
212,28740,상록태양광,전남 해남군 황산면,0.099
213,35119,대불태양광,전남 무안군 몽탄면,0.1969999999999999
214,112,금성무안태양광,전남 무안군 몽탄면,0.3
215,53339,YFTZ관리원주차장 태양광발전소,전남 순천시 해룡면,0.4992
216,5965,거석태양광발전기,전남 담양군 용면,0.3155199999999999
217,9446,그린솔라장흥태양광,전남 장흥군 장평면,0.995
218,56512,보현에너지,전남 순천시 외서면,2.9952
219,24520,백양보성태양광,전남 보성군 보성읍,2.989
220,2325,백양사태양광,전남 장성군 북이면,0.441
221,66009,보성1호태양광,전남 보성군 득량면,1.0
222,7667,관마진도태양광,전남 진도군 지산면,0.8
223,8547,구국태양광,전남 보성군 노동면,0.497
224,14022,다스에너지태양광,전남 화순군 북면,0.995
225,18273,광양항황금물류센터태양광,전남 광양시 항만7로,1.1
226,18268,광양항태양광,전남 광양시 도이동,2.293
227,24324,백경에너지 태양광발전소,전남 함평군 해보면,0.28908
228,2691,광양태양광,전남 광양시 봉강면,1.998
229,65910,광양로지스풀태양광,전남 광양시 도이동,2.173
230,55949,광성물류센터태양광,전남 장성군 남면,0.97578
231,891,광석고흥태양광,전남 고흥군 도화면,0.995
232,195,도전에너지태양광,전남 해남군 송지면,0.298
233,1485,봉황태양광,전남 나주시 봉황면,0.496
234,27183,빛태양광,전남 해남군 황산면,0.099
235,48572,경남2호 태양광발전소,전남 광양시 태인동,1.554
236,23113,미연쏠라태양광,전남 해남군 황산면,0.099
237,1671,그린레일태양광,전남 함평군 학교면,2.0
238,27170,빛에너지태양광,전남 나주시 봉황면,0.288
239,22998,미성태양광,전남 장성군 삼서면,0.497
240,16676,대흥태양광,전남 함평군 손불면,0.6
241,27886,산호태양광,전남 영암군 삼호읍,1.642
242,56104,산나리태양광,전남 해남군 황산면,2.7048
243,56275,삼구태양광,전남 해남군 북일면,0.948
244,27018,빛가람태양광b,전남 나주시 봉황면,0.496
245,26128,부국태양광,전남 해남군 황산면,0.099
246,1202,덕암해남태양광,전남 해남군 산이면,0.99
247,6894,계림태양광,전남 나주시 공산면,0.998
248,6814,경훈영광태양광,전남 영광군 영광읍,0.3
249,180,더함4호태양광,전남 해남군 북일면,0.49896
250,23389,민쏠라에너지태양광,전남 신안군 팔금면,2.0
251,18449,동아영암태양광,전남 영암군 삼호읍,0.662
252,1111,대동햇빛태양광,전남 함평군 대동면,0.998
253,26548,북평 태양광,전남 해남군 북평면,0.4992
254,26856,비오앤태양광,전남 장성군 동화면,1.3969999999999998
255,61893,목포샤링태양광,전남 영암군 삼호읍,0.325
256,21915,목포문화방송 삼호송신소 제3태양광,전남 영암군 삼호읍,0.99684
257,1122,대성에너지태양광,전남 영광군 영광읍,0.48
258,12800,남정영암태양광,전남 영암군 신북면,0.5
259,1177,대한철강태양광,전남 함평군 해보면,0.3710699999999999
260,2111,라태양광,전남 영암군 삼호읍,0.696
261,1587,럭스솔라1호태양광,전남 해남군 화산면,1.3764
262,20304,리라태양광,전남 여수시 화양면,0.81648
263,12311,남계고흥태양광,전남 고흥군 도화면,0.4
264,1592,선일발전태양광,전남 해남군 황산면,0.099
265,57595,GD해남태양광,전남 해남군 황산면,0.499
266,16321,대창기계태양광,전남 해남군 황산면,0.099
267,56515,선경태양광,전남 순천시 외서면,2.9952
268,30810,선경영암태양광,전남 영암군 군서면,0.498
269,1056,녹색에너지2호태양광,전남 광양시 도이동,0.72
270,65872,농어촌영암태양광#2,전남 영암군,1.492
271,30716,석창에너지태양광발전기,전남 고흥군 금산면,0.318
272,12886,남해강진제2태양광,전남 강진군,2.0
273,12927,남희 태양광,전남 해남군 북평면,0.49932
274,1055,녹색에너지1호태양광,전남 광양시 도이동,1.26
275,53336,(SUPEX 7W)성화산업#1 태양광발전소,전남 순천시 장선배기길,0.12369
276,33861,솔라벤영광태양광,전남 영광군 법성면,0.231
277,15819,대영해남태양광,전남 해남군 황산면,1.0
278,53335,(SUPEX 8E)성화산업#2 태양광발전소,전남 순천시 장선배기길,0.49959
279,1291,디에스쏠라태양광,전남 영광군 백수읍,2.995
280,13394,디에이치태양광,전남 보성군 득량면,0.995
281,1254,디와이신안태양광,전남 신안군 지도읍,3.0
282,32245,성원쏠라태양광,전남 해남군 황산면,0.099
283,19724,디솔라나주태양광,전남 나주시 반남면,0.4
284,21303,명사태양광,전남 완도군 신지면,0.69552
285,16448,대한미래보성태양광,전남 보성군 벌교읍,0.997
286,48621,동천1호태양광,전남 완도군 노화읍,0.7
287,48708,동천2호태양광,전남 완도군 노화읍,1.25
288,1268,동인태양광,전남 순천시 외서면,2.9952
289,18809,동진해남태양광,전남 해남군 황산면,1.0
290,18732,동일영광태양광,전남 영광군 군서면,0.6970000000000001
291,48608,대천리1호,전남 신안군 압해읍,0.49987
292,1075,다남솔라태양광,전남 해남군 황산면,6.886
293,13684,늘품두드림태양광,전남 해남군 황산면,0.099
294,1565,서영아이티태양광,전남 해남군 황산면,0.902
295,21917,목포문화방송 삼호송신소 제1태양광,전남 영암군 삼호읍,0.99684
296,40380,나주3호태양광,전남 나주시 공산면,0.828
297,21916,목포문화방송 삼호송신소 제2태양광,전남 영암군 삼호읍,0.99684
298,13488,농촌공진도태양광,전남 진도군 지산면,0.994
299,3898,MJ태양광,전남 목포시 율도동,0.09984
